date,student_id,course_category,team,sales_rep,contract_value,contract_status
2025-05-21,STU_1827,IELTS,Team Sigma,Rep_15,1182000,Cancelled
2024-10-24,STU_1828,TOEIC,Team Delta,Rep_14,563000,Cancelled
2024-11-20,STU_1829,Kids English,Team Alpha,Rep_11,238000,Active
2025-02-04,STU_1830,Kids English,Team Bravo,Rep_14,1750000,Active
2025-11-28,STU_1831,IELTS,Team Sigma,Rep_4,696000,Active
2024-08-03,STU_1832,TOEIC,Team Bravo,Rep_4,1739000,Cancelled
2025-01-02,STU_1833,Academic Skills,Team Sigma,Rep_14,1572000,Active
2025-01-03,STU_1834,Academic Skills,Team Alpha,Rep_10,1181000,Active
2024-04-16,STU_1835,Business English,Team Bravo,Rep_15,1120000,Active
2024-09-01,STU_1836,TOEIC,Team Delta,Rep_14,1620000,Active
2025-09-19,STU_1837,TOEIC,Team Bravo,Rep_4,921000,Active
2025-08-21,STU_1838,TOEIC,Team Sigma,Rep_11,1384000,Active
2025-12-14,STU_1839,IELTS,Team Delta,Rep_15,215000,Active
2025-03-31,STU_1840,Business English,Team Bravo,Rep_9,692000,Active
2024-02-20,STU_1841,Kids English,Team Sigma,Rep_12,1649000,Active
2025-04-25,STU_1842,Academic Skills,Team Alpha,Rep_6,1331000,Active
2025-09-14,STU_1843,TOEIC,Team Bravo,Rep_1,1093000,Cancelled
2025-01-16,STU_1844,IELTS,Team Sigma,Rep_1,1673000,Active
2024-04-13,STU_1845,IELTS,Team Bravo,Rep_7,510000,Active
2024-03-28,STU_1846,Academic Skills,Team Alpha,Rep_11,938000,Active
2024-08-25,STU_1847,IELTS,Team Alpha,Rep_4,1393000,Active
2025-07-16,STU_1848,Business English,Team Sigma,Rep_11,745000,Active
2024-07-05,STU_1849,TOEIC,Team Alpha,Rep_1,613000,Cancelled
2025-09-27,STU_1850,IELTS,Team Bravo,Rep_9,450000,Active
2024-02-03,STU_1851,Academic Skills,Team Delta,Rep_1,958000,Active
2024-12-04,STU_1852,IELTS,Team Delta,Rep_12,1364000,Active
2025-10-11,STU_1853,Kids English,Team Delta,Rep_8,1497000,Cancelled
2025-11-29,STU_1854,TOEIC,Team Alpha,Rep_11,1639000,Active
2024-02-03,STU_1855,Business English,Team Bravo,Rep_12,1831000,Active
2025-12-24,STU_1856,TOEIC,Team Delta,Rep_1,1962000,Active
2024-04-20,STU_1857,Kids English,Team Sigma,Rep_11,1262000,Active
2025-11-11,STU_1858,TOEIC,Team Bravo,Rep_12,1013000,Active
2024-05-12,STU_1859,Business English,Team Sigma,Rep_11,228000,Cancelled
2024-11-24,STU_1860,Academic Skills,Team Sigma,Rep_13,1157000,Active
2025-02-25,STU_1861,Academic Skills,Team Bravo,Rep_2,676000,Active
2024-04-03,STU_1862,Academic Skills,Team Bravo,Rep_11,517000,Active
2025-07-06,STU_1863,Business English,Team Delta,Rep_5,444000,Cancelled
2024-06-02,STU_1864,Kids English,Team Bravo,Rep_6,947000,Active
2024-03-21,STU_1865,Business English,Team Sigma,Rep_10,896000,Active
2025-12-29,STU_1866,Kids English,Team Delta,Rep_5,471000,Active
2024-11-07,STU_1867,IELTS,Team Sigma,Rep_5,1663000,Active
2024-03-09,STU_1868,TOEIC,Team Sigma,Rep_1,1971000,Active
2024-10-20,STU_1869,Academic Skills,Team Bravo,Rep_10,1462000,Active
2025-11-24,STU_1870,Kids English,Team Alpha,Rep_13,576000,Cancelled
2025-08-23,STU_1871,Academic Skills,Team Bravo,Rep_6,465000,Active
2025-10-23,STU_1872,Business English,Team Sigma,Rep_6,1125000,Active
2024-01-22,STU_1873,TOEIC,Team Bravo,Rep_1,1120000,Active
2025-09-11,STU_1874,TOEIC,Team Alpha,Rep_9,1582000,Active
2024-12-09,STU_1875,IELTS,Team Delta,Rep_5,539000,Active
2025-06-28,STU_1876,IELTS,Team Bravo,Rep_12,588000,Active
2025-08-15,STU_1877,Kids English,Team Alpha,Rep_5,776000,Active
2025-07-26,STU_1878,TOEIC,Team Alpha,Rep_1,1912000,Active
2025-05-30,STU_1879,Kids English,Team Alpha,Rep_9,202000,Active
2024-02-14,STU_1880,Academic Skills,Team Sigma,Rep_13,1652000,Active
2024-11-20,STU_1881,TOEIC,Team Sigma,Rep_9,1365000,Active
2025-05-28,STU_1882,IELTS,Team Delta,Rep_4,575000,Active
2025-06-22,STU_1883,TOEIC,Team Delta,Rep_8,1893000,Active
2025-01-15,STU_1884,Kids English,Team Bravo,Rep_10,523000,Active
2025-08-26,STU_1885,TOEIC,Team Delta,Rep_5,345000,Active
2024-05-15,STU_1886,TOEIC,Team Alpha,Rep_6,492000,Active
2025-03-17,STU_1887,Academic Skills,Team Delta,Rep_11,1888000,Active
2025-01-31,STU_1888,Business English,Team Delta,Rep_10,631000,Active
2025-09-01,STU_1889,Kids English,Team Alpha,Rep_12,904000,Active
2025-11-18,STU_1890,Academic Skills,Team Delta,Rep_2,1148000,Cancelled
2024-07-31,STU_1891,IELTS,Team Sigma,Rep_15,784000,Active
2025-06-01,STU_1892,Academic Skills,Team Sigma,Rep_4,598000,Active
2025-07-14,STU_1893,Kids English,Team Bravo,Rep_2,1016000,Active
2024-10-22,STU_1894,IELTS,Team Delta,Rep_15,1567000,Active
2025-09-26,STU_1895,Academic Skills,Team Sigma,Rep_8,1163000,Active
2024-07-08,STU_1896,Kids English,Team Sigma,Rep_14,1363000,Active
2024-04-30,STU_1897,Academic Skills,Team Sigma,Rep_3,386000,Active
2025-05-02,STU_1898,Kids English,Team Alpha,Rep_1,260000,Active
2024-12-14,STU_1899,TOEIC,Team Sigma,Rep_1,1138000,Active
2024-09-29,STU_1900,Academic Skills,Team Bravo,Rep_7,1603000,Active
2024-08-25,STU_1901,Business English,Team Sigma,Rep_9,909000,Cancelled
2025-12-16,STU_1902,TOEIC,Team Bravo,Rep_4,1006000,Active
2024-08-10,STU_1903,Business English,Team Alpha,Rep_5,1663000,Active
2025-10-18,STU_1904,IELTS,Team Bravo,Rep_10,1542000,Active
2025-10-25,STU_1905,TOEIC,Team Bravo,Rep_10,1525000,Cancelled
2024-07-10,STU_1906,TOEIC,Team Bravo,Rep_13,1567000,Active
2024-06-15,STU_1907,Kids English,Team Delta,Rep_15,210000,Active
2025-01-06,STU_1908,Academic Skills,Team Delta,Rep_3,1285000,Active
2025-10-30,STU_1909,IELTS,Team Alpha,Rep_6,425000,Active
2025-08-13,STU_1910,Business English,Team Alpha,Rep_12,1376000,Active
2025-12-27,STU_1911,Kids English,Team Bravo,Rep_13,1934000,Active
2025-06-08,STU_1912,Academic Skills,Team Bravo,Rep_7,763000,Active
2024-04-23,STU_1913,TOEIC,Team Bravo,Rep_15,971000,Active
2024-03-04,STU_1914,Kids English,Team Alpha,Rep_14,1794000,Active
2025-05-20,STU_1915,TOEIC,Team Bravo,Rep_6,1807000,Active
2025-09-27,STU_1916,TOEIC,Team Sigma,Rep_4,1883000,Active
2025-05-23,STU_1917,Business English,Team Bravo,Rep_15,1798000,Active
2025-12-07,STU_1918,TOEIC,Team Sigma,Rep_9,1533000,Active
2025-07-02,STU_1919,Business English,Team Delta,Rep_3,1084000,Cancelled
2025-10-14,STU_1920,TOEIC,Team Sigma,Rep_1,1466000,Active
2025-04-13,STU_1921,Kids English,Team Alpha,Rep_6,1716000,Active
2024-04-25,STU_1922,Kids English,Team Sigma,Rep_5,1589000,Active
2024-09-05,STU_1923,TOEIC,Team Alpha,Rep_12,1553000,Cancelled
2025-05-12,STU_1924,IELTS,Team Bravo,Rep_1,1330000,Active
2025-06-07,STU_1925,IELTS,Team Delta,Rep_14,425000,Active
2025-01-21,STU_1926,TOEIC,Team Alpha,Rep_1,1024000,Active
2025-11-18,STU_1927,Business English,Team Bravo,Rep_6,417000,Active
2024-05-04,STU_1928,TOEIC,Team Bravo,Rep_3,1136000,Active
2025-05-08,STU_1929,Kids English,Team Sigma,Rep_7,952000,Active
2025-04-05,STU_1930,Academic Skills,Team Sigma,Rep_4,705000,Active
2025-05-24,STU_1931,TOEIC,Team Sigma,Rep_2,458000,Cancelled
2025-05-17,STU_1932,TOEIC,Team Sigma,Rep_13,1997000,Active
2025-12-07,STU_1933,TOEIC,Team Delta,Rep_9,1740000,Active
2025-08-12,STU_1934,Business English,Team Delta,Rep_7,1996000,Active
2024-02-29,STU_1935,Academic Skills,Team Bravo,Rep_14,253000,Active
2024-09-06,STU_1936,Business English,Team Delta,Rep_8,1270000,Active
2024-01-29,STU_1937,Kids English,Team Sigma,Rep_13,926000,Active
2025-05-12,STU_1938,Academic Skills,Team Bravo,Rep_3,888000,Active
2025-11-05,STU_1939,Academic Skills,Team Delta,Rep_5,1744000,Cancelled
2024-04-14,STU_1940,TOEIC,Team Sigma,Rep_8,1322000,Cancelled
2025-11-08,STU_1941,Business English,Team Sigma,Rep_2,1243000,Active
2025-10-24,STU_1942,IELTS,Team Alpha,Rep_3,1976000,Active
2025-03-13,STU_1943,Kids English,Team Sigma,Rep_9,1796000,Cancelled
2025-07-23,STU_1944,Academic Skills,Team Delta,Rep_5,1713000,Active
2024-04-25,STU_1945,Kids English,Team Bravo,Rep_5,618000,Cancelled
2025-07-19,STU_1946,TOEIC,Team Alpha,Rep_5,889000,Active
2025-01-24,STU_1947,Kids English,Team Bravo,Rep_6,1049000,Active
2025-07-30,STU_1948,IELTS,Team Bravo,Rep_10,261000,Active
2025-05-30,STU_1949,TOEIC,Team Alpha,Rep_12,1368000,Active
2025-04-04,STU_1950,IELTS,Team Delta,Rep_5,415000,Active
2024-10-08,STU_1951,IELTS,Team Alpha,Rep_8,202000,Active
2025-03-24,STU_1952,Academic Skills,Team Sigma,Rep_13,359000,Active
2024-07-19,STU_1953,Business English,Team Alpha,Rep_9,1962000,Active
2024-04-11,STU_1954,Kids English,Team Alpha,Rep_10,980000,Active
2024-07-04,STU_1955,Academic Skills,Team Sigma,Rep_11,1343000,Cancelled
2025-02-13,STU_1956,Kids English,Team Bravo,Rep_5,1092000,Active
2025-03-23,STU_1957,TOEIC,Team Delta,Rep_11,1312000,Active
2025-04-17,STU_1958,TOEIC,Team Alpha,Rep_2,528000,Active
2024-11-05,STU_1959,IELTS,Team Alpha,Rep_9,779000,Active
2025-04-05,STU_1960,IELTS,Team Alpha,Rep_12,1580000,Cancelled
2025-11-15,STU_1961,Academic Skills,Team Bravo,Rep_13,1833000,Active
2024-07-11,STU_1962,Business English,Team Delta,Rep_10,1490000,Active
2024-08-26,STU_1963,IELTS,Team Alpha,Rep_14,1840000,Active
2024-11-25,STU_1964,IELTS,Team Bravo,Rep_15,1151000,Active
2025-05-31,STU_1965,IELTS,Team Alpha,Rep_8,1546000,Active
2025-05-20,STU_1966,Business English,Team Alpha,Rep_1,834000,Cancelled
2025-10-01,STU_1967,Kids English,Team Alpha,Rep_8,1187000,Active
2025-09-26,STU_1968,Academic Skills,Team Alpha,Rep_7,1764000,Active
2024-07-21,STU_1969,TOEIC,Team Alpha,Rep_13,1872000,Active
2025-09-22,STU_1970,Business English,Team Sigma,Rep_3,1418000,Active
2025-02-05,STU_1971,Business English,Team Bravo,Rep_11,1120000,Active
2025-02-27,STU_1972,TOEIC,Team Alpha,Rep_12,937000,Active
2025-01-20,STU_1973,TOEIC,Team Delta,Rep_5,1555000,Active
2025-01-01,STU_1974,Academic Skills,Team Delta,Rep_1,369000,Active
2025-05-13,STU_1975,Business English,Team Delta,Rep_4,720000,Active
2024-07-06,STU_1976,Academic Skills,Team Bravo,Rep_13,1686000,Active
2024-06-23,STU_1977,Kids English,Team Bravo,Rep_8,239000,Active
2024-02-26,STU_1978,IELTS,Team Delta,Rep_5,1760000,Active
2024-05-02,STU_1979,Business English,Team Alpha,Rep_13,1484000,Cancelled
2025-01-18,STU_1980,Kids English,Team Alpha,Rep_6,1618000,Active
2025-07-22,STU_1981,IELTS,Team Delta,Rep_5,1154000,Active
2025-02-20,STU_1982,Kids English,Team Delta,Rep_5,1449000,Active
2024-10-22,STU_1983,Academic Skills,Team Delta,Rep_2,1183000,Active
2024-04-01,STU_1984,Business English,Team Sigma,Rep_10,1347000,Active
2024-12-05,STU_1985,Academic Skills,Team Alpha,Rep_8,1174000,Active
2024-08-28,STU_1986,Business English,Team Delta,Rep_5,237000,Active
2025-09-29,STU_1987,Academic Skills,Team Bravo,Rep_13,527000,Active
2025-04-26,STU_1988,IELTS,Team Delta,Rep_10,1474000,Active
2024-05-14,STU_1989,Academic Skills,Team Sigma,Rep_9,1399000,Active
2025-12-12,STU_1990,Academic Skills,Team Delta,Rep_11,1825000,Active
2025-08-16,STU_1991,Kids English,Team Sigma,Rep_14,1113000,Active
2025-10-19,STU_1992,Business English,Team Bravo,Rep_15,653000,Cancelled
2024-08-09,STU_1993,Academic Skills,Team Bravo,Rep_9,236000,Active
2025-04-22,STU_1994,Academic Skills,Team Alpha,Rep_10,1539000,Active
2024-06-23,STU_1995,Kids English,Team Bravo,Rep_6,1911000,Active
2025-09-18,STU_1996,IELTS,Team Delta,Rep_7,1172000,Cancelled
2024-12-17,STU_1997,Business English,Team Delta,Rep_7,995000,Active
2025-04-15,STU_1998,IELTS,Team Sigma,Rep_13,1172000,Active
2025-03-19,STU_1999,IELTS,Team Alpha,Rep_5,792000,Active
2025-08-21,STU_2000,Business English,Team Bravo,Rep_8,1337000,Active
