lead_id,student_id,lead_created_date,lead_source,marketing_cost,region,device_type,contact_attempts,response_time_hours,lead_stage,contacted_date,demo_date,followup_count,sales_cycle_days,contract_date,contract_value,payment_plan,discount_percent,course_category,course_level,renewal_flag,sales_rep,team,tenure_months,quota_monthly,churn_risk_score,CLV_estimate,probability_to_renew
2501,53130,2024-11-02,Referral,14.02,HCM,Desktop,2,54.7,Won,2024-11-05,2024-11-11,3,3,2024-11-05,876,Installment,10,IELTS,Intermediate,0,Minh,Alpha,12,64523,0.692,1656.04,0.319
2502,73909,2024-11-15,Google Ads,6.02,DN,Mobile,6,4.6,Negotiation,2024-11-15,2024-11-15,2,22,,0,,0,,,0,Hoa,Beta,1,49726,0.412,0.0,0.184
2503,56249,2024-02-21,Referral,12.28,HN,Mobile,5,5.3,Demo,2024-02-23,2024-02-29,5,21,,0,,0,,,0,Minh,Alpha,38,41133,0.633,0.0,0.177
2504,49895,2024-07-27,Referral,7.98,HN,Desktop,3,39.9,Negotiation,2024-07-30,2024-08-02,0,41,,0,,0,,,0,Minh,Alpha,29,25283,0.059,0.0,0.463
2505,95473,2024-02-07,Referral,6.55,DN,Desktop,5,31.1,Contacted,2024-02-11,2024-02-13,3,27,,0,,0,,,0,Lan,Delta,14,20447,0.208,0.0,0.62
2506,6656,2024-04-09,Facebook,14.14,HN,Desktop,7,20.2,Demo,2024-04-10,2024-04-16,0,4,,0,,0,,,0,Lan,Alpha,9,60179,0.269,0.0,0.364
2507,75520,2024-07-11,Facebook,8.15,HCM,Mobile,2,57.2,Negotiation,2024-07-13,2024-07-17,0,35,,0,,0,,,0,Khanh,Alpha,37,45322,0.892,0.0,0.049
2508,64740,2024-07-09,Facebook,7.54,HCM,Desktop,7,9.7,Won,2024-07-09,2024-07-14,5,1,2024-07-10,2418,Full,5,Communicative,Beginner,0,Khanh,Alpha,36,39499,0.071,4974.82,0.459
2509,65309,2024-02-20,Facebook,10.41,HCM,Mobile,3,70.1,New,2024-02-22,2024-02-23,5,4,,0,,0,,,0,Khanh,Beta,43,26901,0.746,0.0,0.66
2510,30984,2024-05-20,TikTok,4.66,HCM,Mobile,7,2.2,Contacted,2024-05-21,2024-05-21,8,24,,0,,0,,,0,Lan,Beta,16,55652,0.154,0.0,0.576
2511,74822,2024-06-16,Website,5.55,HN,Mobile,7,9.0,Won,2024-06-18,2024-06-20,6,29,2024-07-15,2068,Installment,10,TOEIC,Intermediate,0,Lan,Gamma,38,24299,0.442,3053.83,0.313
2512,6901,2024-11-06,Website,14.05,DN,Desktop,4,22.8,Contacted,2024-11-06,2024-11-07,5,22,,0,,0,,,0,Vy,Gamma,12,27550,0.277,0.0,0.506
2513,32552,2024-04-18,Referral,10.5,HN,Desktop,5,36.9,Won,2024-04-22,2024-04-24,2,23,2024-05-11,337,Full,0,TOEIC,Advanced,0,Hoa,Delta,6,32995,0.734,445.01,0.127
2514,92245,2024-07-25,Google Ads,12.57,DN,Mobile,7,16.0,New,2024-07-27,2024-07-28,2,21,,0,,0,,,0,Khanh,Gamma,11,74045,0.046,0.0,0.389
2515,32055,2024-10-26,Facebook,4.8,DN,Mobile,5,53.1,New,2024-10-26,2024-11-01,4,14,,0,,0,,,0,Hoa,Beta,21,63378,0.341,0.0,0.184
2516,38685,2024-04-19,Website,8.61,HCM,Mobile,5,26.1,Contacted,2024-04-23,2024-04-25,5,8,,0,,0,,,0,Hoa,Beta,19,56060,0.962,0.0,0.832
2517,74965,2024-07-14,Website,14.6,HN,Mobile,2,3.3,Won,2024-07-17,2024-07-23,5,16,2024-07-30,1590,Installment,0,Communicative,Advanced,0,My,Delta,35,24764,0.295,3124.12,0.395
2518,15716,2024-05-31,Facebook,5.46,HCM,Desktop,3,63.3,New,2024-06-02,2024-06-03,7,35,,0,,0,,,0,Lan,Delta,6,25753,0.735,0.0,0.478
2519,12138,2024-08-30,TikTok,3.25,HN,Desktop,4,68.0,Contacted,2024-09-03,2024-09-09,7,24,,0,,0,,,0,Vy,Gamma,22,22517,0.96,0.0,0.242
2520,36298,2024-05-07,TikTok,8.15,HN,Mobile,2,44.7,New,2024-05-10,2024-05-15,0,26,,0,,0,,,0,Hoa,Gamma,24,57529,0.205,0.0,0.711
2521,52112,2024-04-14,Website,6.43,HCM,Mobile,4,58.2,Contacted,2024-04-16,2024-04-21,2,7,,0,,0,,,0,Lan,Gamma,29,77813,0.566,0.0,0.667
2522,24429,2024-01-10,TikTok,3.23,HN,Mobile,7,9.2,Demo,2024-01-12,2024-01-17,4,25,,0,,0,,,0,Vy,Alpha,23,41312,0.131,0.0,0.194
2523,51200,2024-12-21,Facebook,13.44,HCM,Desktop,1,19.7,Contacted,2024-12-22,2024-12-27,8,38,,0,,0,,,0,My,Gamma,28,24704,0.631,0.0,0.103
2524,72308,2024-05-27,Website,14.87,DN,Desktop,1,23.8,Contacted,2024-05-29,2024-06-02,3,26,,0,,0,,,0,Lan,Delta,19,68678,0.359,0.0,0.121
2525,49244,2024-12-30,Facebook,8.96,HCM,Mobile,4,69.2,Contacted,2025-01-01,2025-01-04,4,26,,0,,0,,,0,Lan,Alpha,45,50178,0.412,0.0,0.477
2526,18347,2024-12-29,TikTok,11.85,HN,Desktop,1,37.1,Negotiation,2025-01-02,2025-01-03,0,30,,0,,0,,,0,Long,Alpha,6,62393,0.479,0.0,0.975
2527,17920,2024-05-19,Facebook,13.03,HN,Desktop,3,1.0,New,2024-05-19,2024-05-21,6,2,,0,,0,,,0,Duc,Alpha,21,70016,0.842,0.0,0.845
2528,32822,2024-07-08,TikTok,10.81,DN,Mobile,7,27.7,Demo,2024-07-09,2024-07-10,1,43,,0,,0,,,0,Lan,Delta,25,65146,0.567,0.0,0.47
2529,47659,2024-04-03,TikTok,1.62,DN,Desktop,7,1.1,Contacted,2024-04-05,2024-04-11,0,9,,0,,0,,,0,Khanh,Delta,5,48424,0.857,0.0,0.673
2530,41108,2024-08-16,Facebook,3.21,DN,Desktop,3,17.5,Contacted,2024-08-20,2024-08-20,1,39,,0,,0,,,0,Minh,Beta,40,22503,0.98,0.0,0.436
2531,90099,2024-03-03,TikTok,1.99,HCM,Desktop,7,33.0,Won,2024-03-07,2024-03-12,7,44,2024-04-16,674,Installment,15,TOEIC,Beginner,0,Long,Beta,20,49609,0.622,1146.65,0.986
2532,8967,2024-12-05,Referral,1.14,HCM,Desktop,2,23.6,Won,2024-12-05,2024-12-09,0,11,2024-12-16,406,Full,5,TOEIC,Intermediate,0,Hoa,Alpha,44,76369,0.706,812.34,0.385
2533,12871,2024-01-25,Facebook,5.28,HN,Desktop,4,2.8,Contacted,2024-01-28,2024-02-02,0,15,,0,,0,,,0,Khanh,Delta,23,35533,0.441,0.0,0.971
2534,95299,2024-09-24,Referral,6.49,DN,Desktop,7,8.8,Negotiation,2024-09-26,2024-10-01,0,12,,0,,0,,,0,Lan,Delta,3,52706,0.512,0.0,0.803
2535,78452,2024-10-07,Facebook,4.37,DN,Mobile,2,39.9,Negotiation,2024-10-10,2024-10-10,1,35,,0,,0,,,0,Long,Delta,39,27577,0.934,0.0,0.399
2536,75270,2024-01-11,TikTok,1.9,HCM,Mobile,3,50.2,Won,2024-01-11,2024-01-17,0,40,2024-02-20,1670,Full,0,IELTS,Beginner,0,Khanh,Delta,40,77031,0.819,2526.49,0.84
2537,34613,2024-11-15,TikTok,8.42,HN,Mobile,7,29.4,Won,2024-11-19,2024-11-25,1,16,2024-12-01,1107,Installment,5,Communicative,Intermediate,0,My,Gamma,12,46382,0.49,2360.35,0.607
2538,29179,2024-07-19,Website,4.83,DN,Desktop,3,52.8,Demo,2024-07-22,2024-07-24,6,32,,0,,0,,,0,Khanh,Alpha,36,52254,0.132,0.0,0.679
2539,53188,2024-05-05,Website,12.14,HCM,Desktop,3,12.2,Lost,2024-05-05,2024-05-06,0,18,,0,,0,,,0,Khanh,Gamma,19,75867,0.079,0.0,0.154
2540,56099,2024-11-01,Referral,1.11,HCM,Desktop,5,9.2,Lost,2024-11-04,2024-11-10,9,21,,0,,0,,,0,Long,Beta,2,78055,0.587,0.0,0.808
2541,36262,2024-07-08,TikTok,12.8,DN,Mobile,1,60.5,Demo,2024-07-12,2024-07-18,1,16,,0,,0,,,0,Long,Gamma,21,75297,0.461,0.0,0.339
2542,79213,2024-03-29,Website,14.37,DN,Mobile,2,24.8,Demo,2024-03-31,2024-04-01,2,7,,0,,0,,,0,Duc,Beta,29,32381,0.667,0.0,0.193
2543,19268,2024-12-20,TikTok,11.03,HN,Desktop,2,31.4,Negotiation,2024-12-21,2024-12-21,1,5,,0,,0,,,0,My,Gamma,14,20939,0.513,0.0,0.817
2544,78866,2024-04-25,Facebook,11.27,DN,Desktop,7,68.3,Contacted,2024-04-29,2024-05-02,2,44,,0,,0,,,0,Vy,Alpha,19,31940,0.504,0.0,0.847
2545,87269,2024-12-17,Website,14.07,HCM,Desktop,7,30.8,Negotiation,2024-12-20,2024-12-26,6,41,,0,,0,,,0,Minh,Gamma,7,73594,0.653,0.0,0.862
2546,61545,2024-06-25,Referral,3.93,DN,Desktop,3,0.7,Demo,2024-06-27,2024-07-01,1,33,,0,,0,,,0,Duc,Gamma,25,41210,0.372,0.0,0.881
2547,93822,2024-01-14,Website,14.92,DN,Desktop,7,67.6,New,2024-01-15,2024-01-16,2,31,,0,,0,,,0,Lan,Delta,37,28181,0.074,0.0,0.823
2548,73146,2024-09-13,TikTok,11.83,HN,Mobile,5,1.5,Won,2024-09-13,2024-09-14,5,21,2024-10-04,1379,Installment,15,Communicative,Advanced,0,My,Beta,37,32872,0.491,2095.88,0.274
2549,72966,2024-07-27,Google Ads,11.17,HCM,Mobile,2,47.9,Won,2024-07-29,2024-07-31,3,3,2024-07-30,1503,Installment,10,Communicative,Advanced,0,Vy,Gamma,7,53909,0.224,3723.42,0.598
2550,40922,2024-10-07,Google Ads,6.06,DN,Desktop,6,23.6,New,2024-10-11,2024-10-17,0,10,,0,,0,,,0,My,Gamma,23,75516,0.87,0.0,0.44
2551,80364,2024-11-23,TikTok,8.64,HCM,Mobile,2,34.1,Won,2024-11-26,2024-11-26,7,11,2024-12-04,2022,Full,15,Communicative,Intermediate,1,Khanh,Delta,5,44368,0.737,3240.72,0.415
2552,43913,2024-11-20,Facebook,10.15,HN,Desktop,5,39.6,Contacted,2024-11-21,2024-11-23,6,22,,0,,0,,,0,Minh,Gamma,21,56152,0.766,0.0,0.643
2553,98033,2024-04-14,Website,9.68,HCM,Mobile,3,29.7,Demo,2024-04-16,2024-04-20,7,17,,0,,0,,,0,Khanh,Gamma,24,24863,0.514,0.0,0.744
2554,56677,2024-05-26,Google Ads,10.87,DN,Desktop,5,55.9,Demo,2024-05-27,2024-05-28,8,25,,0,,0,,,0,Lan,Gamma,4,65202,0.541,0.0,0.67
2555,50841,2024-10-05,Facebook,2.15,DN,Desktop,1,67.0,Demo,2024-10-06,2024-10-06,8,41,,0,,0,,,0,Hoa,Beta,47,55799,0.218,0.0,0.365
2556,47332,2024-01-09,TikTok,5.98,HN,Desktop,2,6.7,Demo,2024-01-11,2024-01-16,2,28,,0,,0,,,0,Hoa,Delta,11,31155,0.671,0.0,0.923
2557,93062,2024-04-27,Facebook,7.08,HN,Desktop,1,57.7,Won,2024-04-30,2024-05-06,8,20,2024-05-17,1994,Full,0,TOEIC,Beginner,0,Minh,Gamma,12,67519,0.665,2612.69,0.238
2558,96694,2024-04-03,TikTok,4.65,HN,Mobile,2,9.7,Negotiation,2024-04-03,2024-04-03,5,30,,0,,0,,,0,Khanh,Beta,24,44254,0.545,0.0,0.051
2559,26032,2024-05-23,Website,3.42,HCM,Desktop,1,6.2,Demo,2024-05-25,2024-05-25,9,31,,0,,0,,,0,Khanh,Delta,39,64213,0.664,0.0,0.072
2560,38846,2024-10-15,Facebook,2.94,HCM,Desktop,2,68.8,Negotiation,2024-10-15,2024-10-19,9,13,,0,,0,,,0,My,Delta,43,70797,0.974,0.0,0.041
2561,60474,2024-01-14,Website,6.13,HCM,Desktop,6,35.5,Lost,2024-01-15,2024-01-18,1,10,,0,,0,,,0,Long,Gamma,1,47519,0.96,0.0,0.951
2562,45936,2024-09-13,Facebook,7.91,HCM,Desktop,3,11.4,New,2024-09-14,2024-09-20,0,33,,0,,0,,,0,Khanh,Beta,28,48920,0.958,0.0,0.271
2563,30794,2024-12-11,TikTok,1.88,HN,Mobile,6,41.3,Contacted,2024-12-14,2024-12-17,3,41,,0,,0,,,0,Hoa,Beta,2,75993,0.096,0.0,0.626
2564,62588,2024-07-04,TikTok,14.25,HCM,Mobile,4,19.3,Won,2024-07-06,2024-07-09,8,20,2024-07-24,2036,Full,0,Communicative,Beginner,0,Vy,Alpha,22,67484,0.802,2941.09,0.733
2565,71984,2024-12-10,Facebook,11.71,HCM,Mobile,5,33.7,Negotiation,2024-12-12,2024-12-14,1,14,,0,,0,,,0,Duc,Gamma,23,27330,0.909,0.0,0.927
2566,51331,2024-07-25,TikTok,11.23,HCM,Desktop,2,45.2,Won,2024-07-29,2024-07-31,0,8,2024-08-02,420,Installment,0,TOEIC,Intermediate,0,Hoa,Gamma,41,74066,0.857,562.43,0.649
2567,95397,2024-12-11,Referral,3.42,HCM,Mobile,5,62.7,New,2024-12-14,2024-12-18,1,8,,0,,0,,,0,Khanh,Delta,45,41891,0.307,0.0,0.173
2568,29141,2024-06-20,Referral,9.45,HN,Desktop,2,0.7,Won,2024-06-22,2024-06-22,6,38,2024-07-28,1188,Installment,10,TOEIC,Beginner,0,Hoa,Alpha,39,33836,0.424,1776.13,0.34
2569,10074,2024-09-26,Website,8.42,HN,Mobile,4,15.8,Won,2024-09-27,2024-09-30,4,28,2024-10-24,1953,Full,5,IELTS,Beginner,0,Duc,Gamma,29,79844,0.15,4425.27,0.039
2570,7406,2024-08-08,Referral,14.75,DN,Mobile,3,7.4,Won,2024-08-11,2024-08-12,4,10,2024-08-18,557,Installment,15,IELTS,Advanced,0,Long,Alpha,24,71876,0.595,727.74,0.235
2571,98359,2024-05-31,Referral,11.47,DN,Desktop,3,7.4,Demo,2024-06-04,2024-06-07,9,40,,0,,0,,,0,Hoa,Gamma,23,35026,0.017,0.0,0.222
2572,24291,2024-04-20,Google Ads,9.06,HCM,Mobile,5,68.1,New,2024-04-24,2024-04-28,3,14,,0,,0,,,0,Duc,Delta,36,61406,0.726,0.0,0.274
2573,42568,2024-07-01,Google Ads,12.91,HCM,Desktop,6,67.4,Demo,2024-07-02,2024-07-05,0,14,,0,,0,,,0,My,Alpha,8,79449,0.173,0.0,0.893
2574,98539,2024-12-04,Google Ads,3.17,HN,Mobile,4,54.1,Demo,2024-12-06,2024-12-07,7,6,,0,,0,,,0,My,Alpha,45,79402,0.764,0.0,0.593
2575,47851,2024-03-12,Google Ads,1.21,DN,Desktop,5,46.5,Demo,2024-03-13,2024-03-19,0,34,,0,,0,,,0,My,Alpha,1,54575,0.336,0.0,0.693
2576,55823,2024-10-09,TikTok,10.66,HCM,Desktop,3,61.1,Negotiation,2024-10-13,2024-10-14,9,17,,0,,0,,,0,Hoa,Alpha,3,73274,0.994,0.0,0.638
2577,24312,2024-03-14,Website,2.38,DN,Desktop,1,4.7,Demo,2024-03-17,2024-03-18,2,21,,0,,0,,,0,Lan,Delta,19,77967,0.408,0.0,0.055
2578,44108,2024-12-20,Website,2.62,DN,Desktop,5,9.0,Contacted,2024-12-22,2024-12-26,1,39,,0,,0,,,0,Hoa,Alpha,6,28210,0.819,0.0,0.517
2579,67918,2024-08-02,Referral,11.43,DN,Mobile,2,23.2,Demo,2024-08-03,2024-08-06,1,28,,0,,0,,,0,Lan,Beta,4,62393,0.21,0.0,0.645
2580,35171,2024-11-23,Website,4.79,HN,Desktop,7,60.0,New,2024-11-25,2024-11-29,8,38,,0,,0,,,0,Vy,Alpha,22,66823,0.516,0.0,0.857
2581,42779,2024-01-23,Referral,9.8,HCM,Mobile,3,34.3,New,2024-01-26,2024-01-31,8,15,,0,,0,,,0,My,Gamma,37,64223,0.701,0.0,0.908
2582,69828,2024-03-08,Website,13.84,HCM,Desktop,2,36.5,Demo,2024-03-12,2024-03-13,4,36,,0,,0,,,0,Duc,Gamma,30,42562,0.523,0.0,0.221
2583,99723,2024-12-27,Facebook,5.43,HN,Desktop,4,16.9,Won,2024-12-28,2024-12-31,1,36,2025-02-01,2934,Installment,10,Communicative,Advanced,0,Long,Delta,14,28258,0.748,6939.36,0.187
2584,13411,2024-04-02,Facebook,4.04,HN,Desktop,6,46.9,Won,2024-04-06,2024-04-08,9,9,2024-04-11,1307,Installment,10,Communicative,Advanced,0,Lan,Gamma,44,55548,0.637,2062.94,0.474
2585,58009,2024-11-16,Website,2.49,HN,Desktop,6,64.0,Demo,2024-11-17,2024-11-21,6,44,,0,,0,,,0,Duc,Beta,21,40564,0.656,0.0,0.414
2586,16422,2024-11-19,TikTok,2.83,DN,Mobile,3,24.1,Won,2024-11-21,2024-11-23,7,35,2024-12-24,665,Full,0,IELTS,Advanced,0,Minh,Beta,1,71925,0.142,1083.31,0.759
2587,43468,2024-03-03,Referral,1.87,DN,Mobile,3,44.8,New,2024-03-03,2024-03-08,8,18,,0,,0,,,0,My,Gamma,2,48867,0.837,0.0,0.365
2588,33371,2024-08-11,Website,2.23,HCM,Desktop,6,24.2,Lost,2024-08-12,2024-08-14,3,17,,0,,0,,,0,Minh,Delta,19,47215,0.068,0.0,0.978
2589,58022,2024-08-12,Referral,7.05,HCM,Mobile,5,57.2,Won,2024-08-13,2024-08-13,0,18,2024-08-30,754,Full,10,IELTS,Intermediate,0,Duc,Gamma,2,26592,0.265,1670.06,0.64
2590,72229,2024-12-11,Google Ads,5.49,DN,Mobile,7,34.5,Demo,2024-12-15,2024-12-16,6,4,,0,,0,,,0,My,Gamma,30,27905,0.963,0.0,0.226
2591,52196,2024-12-02,Website,10.89,DN,Desktop,6,24.8,New,2024-12-02,2024-12-07,6,20,,0,,0,,,0,Hoa,Gamma,7,20055,0.718,0.0,0.377
2592,81354,2024-04-12,TikTok,13.18,HN,Mobile,6,30.5,Demo,2024-04-12,2024-04-14,0,13,,0,,0,,,0,Lan,Alpha,25,47082,0.914,0.0,0.664
2593,97774,2024-08-02,Google Ads,11.99,DN,Desktop,5,7.0,Contacted,2024-08-02,2024-08-06,3,11,,0,,0,,,0,Long,Alpha,3,37538,0.02,0.0,0.611
2594,97410,2024-07-10,Website,8.43,HCM,Desktop,2,62.4,Negotiation,2024-07-10,2024-07-11,3,43,,0,,0,,,0,Khanh,Delta,8,48781,0.165,0.0,0.733
2595,27715,2024-06-08,Facebook,2.43,HCM,Mobile,5,69.0,Contacted,2024-06-11,2024-06-16,0,33,,0,,0,,,0,My,Alpha,12,75012,0.978,0.0,0.423
2596,28605,2024-07-25,Website,10.94,HN,Mobile,1,34.6,Demo,2024-07-27,2024-08-02,6,28,,0,,0,,,0,Long,Beta,36,35183,0.657,0.0,0.755
2597,32174,2024-09-25,Facebook,6.08,HN,Desktop,3,16.3,Contacted,2024-09-26,2024-09-27,2,8,,0,,0,,,0,Hoa,Beta,16,40891,0.141,0.0,0.409
2598,10956,2024-07-12,Facebook,2.2,HCM,Desktop,6,48.0,Contacted,2024-07-14,2024-07-19,0,43,,0,,0,,,0,Lan,Alpha,4,78012,0.62,0.0,0.149
2599,77373,2024-05-31,Website,12.79,DN,Desktop,7,32.8,Contacted,2024-06-02,2024-06-06,6,20,,0,,0,,,0,Duc,Delta,1,56437,0.35,0.0,0.114
2600,70252,2024-08-24,Website,5.74,DN,Mobile,4,18.5,New,2024-08-26,2024-08-29,2,18,,0,,0,,,0,Duc,Beta,26,71592,0.701,0.0,0.961
2601,62949,2024-03-28,Facebook,4.06,HCM,Desktop,3,3.2,Negotiation,2024-03-30,2024-04-03,2,7,,0,,0,,,0,My,Beta,33,39247,0.873,0.0,0.05
2602,63646,2024-01-11,Referral,13.2,DN,Desktop,7,64.1,Contacted,2024-01-14,2024-01-20,2,44,,0,,0,,,0,Duc,Alpha,5,40171,0.908,0.0,0.679
2603,71017,2024-07-05,Google Ads,13.63,DN,Desktop,6,57.5,Negotiation,2024-07-09,2024-07-12,3,33,,0,,0,,,0,My,Delta,28,45883,0.073,0.0,0.963
2604,64037,2024-08-01,TikTok,5.75,HCM,Desktop,2,59.8,Negotiation,2024-08-04,2024-08-05,4,11,,0,,0,,,0,Long,Alpha,39,26468,0.087,0.0,0.425
2605,90818,2024-01-15,Website,5.97,HCM,Desktop,6,31.9,New,2024-01-16,2024-01-20,0,30,,0,,0,,,0,Hoa,Alpha,38,50909,0.178,0.0,0.724
2606,7548,2024-09-22,Google Ads,9.11,HN,Mobile,7,54.4,Contacted,2024-09-22,2024-09-24,2,35,,0,,0,,,0,Hoa,Alpha,11,54674,0.316,0.0,0.467
2607,74294,2024-10-23,Google Ads,11.27,HCM,Mobile,5,42.1,Demo,2024-10-27,2024-10-31,0,20,,0,,0,,,0,Lan,Alpha,36,57387,0.536,0.0,0.934
2608,24177,2024-03-13,Referral,1.88,HN,Mobile,3,27.3,Won,2024-03-14,2024-03-16,2,37,2024-04-19,2880,Full,5,IELTS,Intermediate,0,Vy,Delta,43,52715,0.902,5571.5,0.42
2609,25022,2024-02-21,Google Ads,9.31,HN,Mobile,5,60.8,Demo,2024-02-21,2024-02-23,2,10,,0,,0,,,0,Long,Delta,14,40022,0.247,0.0,0.158
2610,6542,2024-05-07,Website,14.34,DN,Mobile,6,71.9,Demo,2024-05-10,2024-05-11,3,30,,0,,0,,,0,My,Gamma,23,69333,0.556,0.0,0.359
2611,92012,2024-01-28,Google Ads,4.67,HCM,Desktop,2,64.8,Won,2024-01-30,2024-02-02,9,18,2024-02-15,238,Full,0,Communicative,Advanced,0,Minh,Alpha,29,69518,0.613,401.42,0.921
2612,97320,2024-03-05,Website,13.72,DN,Mobile,7,56.0,Won,2024-03-06,2024-03-09,0,25,2024-03-30,1181,Installment,0,TOEIC,Beginner,0,Long,Alpha,5,68448,0.898,2009.76,0.589
2613,61428,2024-01-17,Website,14.3,HCM,Desktop,5,53.9,Won,2024-01-19,2024-01-21,4,32,2024-02-18,2418,Full,10,Communicative,Intermediate,0,Duc,Alpha,31,78941,0.974,5801.76,0.274
2614,23740,2024-12-16,Facebook,4.77,HCM,Mobile,4,47.0,Demo,2024-12-18,2024-12-24,3,39,,0,,0,,,0,Long,Alpha,23,69729,0.306,0.0,0.462
2615,60353,2024-05-17,Referral,11.56,DN,Mobile,6,61.5,Contacted,2024-05-19,2024-05-22,4,34,,0,,0,,,0,Long,Alpha,1,29075,0.479,0.0,0.556
2616,91353,2024-11-14,TikTok,4.34,HN,Desktop,2,35.8,Won,2024-11-18,2024-11-22,5,44,2024-12-28,1823,Installment,10,TOEIC,Intermediate,0,My,Alpha,47,46550,0.579,4509.71,0.035
2617,57532,2024-08-16,Facebook,11.33,HCM,Mobile,3,13.5,New,2024-08-16,2024-08-18,2,39,,0,,0,,,0,Vy,Alpha,14,20923,0.938,0.0,0.747
2618,17052,2024-09-10,TikTok,12.16,HN,Mobile,7,55.4,Demo,2024-09-12,2024-09-14,2,31,,0,,0,,,0,Long,Delta,3,26162,0.819,0.0,0.113
2619,48076,2024-07-28,Website,4.46,DN,Desktop,3,66.2,Negotiation,2024-07-29,2024-07-29,4,28,,0,,0,,,0,Hoa,Delta,1,48830,0.668,0.0,0.942
2620,54420,2024-10-20,Facebook,11.02,DN,Mobile,4,24.9,Negotiation,2024-10-24,2024-10-28,4,26,,0,,0,,,0,Khanh,Delta,24,61737,0.47,0.0,0.549
2621,1671,2024-08-18,Google Ads,12.37,HCM,Mobile,1,56.5,Negotiation,2024-08-18,2024-08-21,8,44,,0,,0,,,0,Minh,Gamma,21,42400,0.946,0.0,0.047
2622,1163,2024-08-28,Google Ads,6.02,DN,Mobile,5,20.1,Contacted,2024-08-29,2024-09-01,6,4,,0,,0,,,0,Lan,Alpha,14,73359,0.188,0.0,0.591
2623,42424,2024-03-10,TikTok,3.35,HCM,Desktop,6,67.9,Lost,2024-03-14,2024-03-14,5,43,,0,,0,,,0,Vy,Alpha,9,65615,0.088,0.0,0.313
2624,54744,2024-04-13,Website,2.29,HCM,Mobile,3,49.4,Contacted,2024-04-17,2024-04-21,1,20,,0,,0,,,0,Vy,Alpha,30,62699,0.149,0.0,0.927
2625,71331,2024-07-22,TikTok,9.06,HCM,Mobile,6,41.2,New,2024-07-22,2024-07-23,8,8,,0,,0,,,0,My,Gamma,41,79423,0.068,0.0,0.409
2626,11634,2024-02-22,Referral,14.69,HCM,Desktop,4,56.3,Negotiation,2024-02-24,2024-02-25,9,2,,0,,0,,,0,Duc,Delta,8,21722,0.352,0.0,0.374
2627,5798,2024-11-25,Google Ads,12.52,HCM,Mobile,5,58.6,Won,2024-11-26,2024-12-02,2,27,2024-12-22,1382,Installment,5,Business English,Advanced,0,Minh,Beta,26,21983,0.639,2765.47,0.905
2628,23420,2024-02-23,Facebook,7.1,DN,Desktop,2,64.3,Demo,2024-02-26,2024-03-01,6,34,,0,,0,,,0,Khanh,Delta,43,59436,0.826,0.0,0.468
2629,30300,2024-10-02,Facebook,8.51,HCM,Desktop,6,64.9,Demo,2024-10-04,2024-10-07,7,36,,0,,0,,,0,Vy,Alpha,37,38461,0.294,0.0,0.772
2630,90881,2024-11-30,Facebook,4.91,HN,Desktop,4,4.3,Demo,2024-12-03,2024-12-08,8,21,,0,,0,,,0,Hoa,Gamma,4,55244,0.131,0.0,0.565
2631,11749,2024-01-31,Google Ads,3.28,HCM,Desktop,7,9.3,New,2024-02-01,2024-02-07,4,8,,0,,0,,,0,Minh,Delta,32,69705,0.881,0.0,0.58
2632,26121,2024-05-14,Website,7.75,HCM,Mobile,2,59.6,Negotiation,2024-05-17,2024-05-18,5,23,,0,,0,,,0,Vy,Gamma,11,37968,0.422,0.0,0.016
2633,38487,2024-02-27,Google Ads,7.49,HCM,Mobile,7,68.1,Contacted,2024-03-01,2024-03-06,5,43,,0,,0,,,0,Vy,Delta,8,67173,0.509,0.0,0.251
2634,94947,2024-04-14,Google Ads,8.31,DN,Desktop,2,22.5,Won,2024-04-14,2024-04-19,4,8,2024-04-22,2107,Installment,15,Communicative,Intermediate,0,Hoa,Gamma,5,42237,0.21,3314.35,0.454
2635,34361,2024-09-22,Facebook,14.34,HN,Mobile,2,1.1,Contacted,2024-09-22,2024-09-28,6,5,,0,,0,,,0,Hoa,Beta,11,49246,0.038,0.0,0.263
2636,22223,2024-01-10,Google Ads,9.45,HN,Mobile,5,23.6,Contacted,2024-01-10,2024-01-11,0,40,,0,,0,,,0,Vy,Delta,30,73300,0.514,0.0,0.516
2637,73930,2024-09-09,Facebook,9.48,HN,Mobile,1,27.9,Demo,2024-09-12,2024-09-15,4,1,,0,,0,,,0,Vy,Gamma,13,62623,0.358,0.0,0.919
2638,15056,2024-10-21,Website,2.79,DN,Desktop,6,54.9,Demo,2024-10-24,2024-10-30,9,21,,0,,0,,,0,Long,Delta,25,23556,0.45,0.0,0.682
2639,29380,2024-06-04,Referral,14.95,DN,Mobile,2,3.9,Demo,2024-06-08,2024-06-12,5,44,,0,,0,,,0,Hoa,Gamma,22,71547,0.192,0.0,0.955
2640,27035,2024-06-06,Facebook,11.82,HCM,Desktop,3,15.7,Contacted,2024-06-10,2024-06-10,2,43,,0,,0,,,0,Vy,Delta,28,78911,0.186,0.0,0.574
2641,31620,2024-02-06,TikTok,13.28,DN,Desktop,5,64.4,New,2024-02-06,2024-02-10,1,10,,0,,0,,,0,Hoa,Gamma,30,37256,0.457,0.0,0.456
2642,20877,2024-04-28,Referral,6.8,HN,Mobile,5,11.6,Won,2024-05-02,2024-05-02,3,2,2024-04-30,1360,Full,10,Communicative,Advanced,1,Khanh,Alpha,8,31428,0.226,3262.07,0.721
